"reino","filo","classe","ordem","familia","genero","especie","subespecie","nome_cientifico_anterior","autor","nome_comum","grupo","mesano_avaliacao","categoria","possivemente_extinta","criterio","justificativa","endemica_brasil","consta_em_lista_nacional_oficial","estado","regiao","bioma","bacia_hidrografica","unidade_de_conservacao_federal","unidade_de_conservacao_estadual","rppn","migratoria","tendencia_populacional","ameaca","uso","acao_conservacao","plano_de_acao","listas_e_convencoes","altitudeminmax","barimetriaminmax"
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameiva","Ameiva ameiva","","Ameiva ameiva","(Linnaeus, 1758)","bico-doce, calango","Répteis","10/2020","Menos Preocupante","","","Ameiva ameiva possui ampla distribuição na América do Sul, com registros em quase todos os países do continente. No Brasil, ocorre em todos os biomas, com exceção do Pampa, podendo ser encontrada em diversos ambientes, inclusive áreas antrópicas. Não há ameaças que a coloquem em risco de extinção em curto prazo. Portanto, A. ameiva foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Alagoas, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Sergipe, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal","Sub-bacia Amapá Litoral
Sub-bacia Araguaia
Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Foz Amazonas
Sub-bacia Grande
Sub-bacia Gurupi
Sub-bacia Itapecuru
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Jaguaribe
Sub-bacia Jequitinhonha
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Litoral CE PI
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RS
Sub-bacia Litoral SE
Sub-bacia Litoral SP PR SC
Sub-bacia Madeira
Sub-bacia Mearim
Sub-bacia Negro
Sub-bacia Paraguai 01
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paraíba
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Baixo
Sub-bacia Parnaíba Médio
Sub-bacia Paru
Sub-bacia Piranhas
Sub-bacia Purus
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tietê
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu","APA da Bacia do Rio Descoberto, APA da Bacia do Rio São Bartolomeu, APA da Bacia do Rio São João - Mico-Leão-Dourado, APA do Planalto Central, APA Serra da Ibiapaba, ESEC de Uruçuí-Una, ESEC do Seridó, ESEC Raso da Catarina, ESEC Rio Acre, ESEC Serra Geral do Tocantins, FLONA de Negreiros, FLONA de Pau-Rosa, FLONA do Jatuarana, FLONA Iquiri, FLONA Mulata, PARNA da Chapada das Mesas, PARNA da Restinga de Jurubatiba, PARNA da Serra da Capivara, PARNA da Serra da Cutia, PARNA da Serra das Confusões, PARNA de Brasília, PARNA de Sete Cidades, PARNA de Ubajara, PARNA do Catimbau, PARNA do Pico da Neblina, PARNA dos Lençóis Maranhenses, PARNA Grande Sertão Veredas, PARNA Mapinguari, PARNA Nascentes do Lago Jari, PARNA Serra da Mocidade, REBIO de Pedra Talhada, REBIO do Gurupi, REBIO Nascentes da Serra do Cachimbo, RESEX Chico Mendes, RESEX do Baixo Juruá, RESEX do Rio Cajari, RESEX Tapajós-Arapiuns","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, APA RIO BATALHA, ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE, ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ, ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SAPIATIBA, ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA, ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ, ÁREA DE PROTEçãO AMBIENTAL DE MASSAMBABA, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ÁREA DE PROTEÇÃO AMBIENTAL JOÃO LEITE, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DE ITAPARICA, ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS, ESTAçãO ECOLóGICA DE SANTA BáRBARA, ESTAÇÃO ECOLÓGICA DO JARDIM BOTÂNICO, PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO, PARQUE ESTADUAL DA COSTA DO SOL, PARQUE ESTADUAL DA SERRA DE CALDAS NOVAS, PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI, PARQUE ESTADUAL DE ÁGUAS QUENTES, PARQUE ESTADUAL DO CANTãO, PARQUE ESTADUAL DO MATUPIRI, PARQUE ESTADUAL RIO NEGRO SETOR NORTE, REFúGIO DE VIDA SILVESTRE MATA DA USINA SãO JOSé, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS, RESERVA EXTRATIVISTA JACI-PARANÁ","CRISTALINO III, FAZENDA CARUARA, RPPN Água Boa, RPPN Chácara Mangueiras, RPPN Chakra Grisu, RPPN Frei Caneca, RPPN Reserva Ecológica Maurício Dantas","Não","Desconhecida","11 - Mudanças e extremos climáticos","1 - Alimentação humana
1.1 - Caça de subsistência","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameiva","Ameiva jacuba","","","Giugliano, Nogueira, Valdujo, Collevatti & Colli, 2013","","Répteis","03/2021","Vulnerável","","B1ab(iii)+2ab(iii)","Ameiva jacuba é endêmica do Brasil, do bioma Cerrado, conhecida de registros no sudoeste do estado de Goiás, havendo também registros no Mato Grosso e em São Paulo. Sua extensão de ocorrência foi estimada em 12.786 km&sup2;. Sua área de ocupação, no entanto, é consideravelmente menor, estimada em 1.880 km&sup2;, já que a espécie ocupa apenas campos limpos do Cerrado. Esses ambientes já sofreram grande redução ao longo da distribuição da espécie em função da conversão de áreas naturais para agricultura. Essa atividade, por sua vez, ainda provoca declínio contínuo da qualidade do hábitat da espécie, mesmo no interior das áreas protegidas, decorrente do uso de agrotóxicos e aumento de eventos de incêndios. Considerando os incêndios recorrentes a principal ameaça, foram consideradas três localizações. Portanto, Ameiva jacuba foi avaliada como Vulnerável (VU) pelos critérios B1ab(iii)+2ab(iii).","Sim","Não","Goiás, Mato Grosso, São Paulo","|Centro-Oeste|Sudeste|","Cerrado","Sub-bacia Paranaíba
Sub-bacia Paranapanema","PARNA das Emas","ESTAçãO ECOLóGICA DE SANTA BáRBARA","","Não","Declinando","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Manejo de locais/áreas, Plano de Ação Nacional (PAN), Proteção de locais/áreas","","","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameiva","Ameiva parecis","","Ameiva parecis","(Colli, Costa, Garda, Kopp, Mesquita, Péres, Valdujo, Vieira & Wiederhecker, 2003)","Calango, Calanguinho","Répteis","04/2022","Em Perigo","","B2ab(iii)","Ameiva parecis é endêmica do Brasil, com poucos registros de ocorrência, em enclaves de Cerrado, entre os estados de Rondônia e Mato Grosso. Sua extensão de ocorrência e área de ocupação foram estimadas em 5.069 e 244 km², respectivamente. A espécie ocorre em áreas abertas de solo arenoso, ambiente que vem sofrendo intensa pressão com o avanço de atividades agropecuárias em larga escala, principalmente soja, com intenso uso de agrotóxicos. Outra ameaça é o aumento da frequência e intensidade de incêndios. Essas ameaças provocam declínio continuado da qualidade de hábitat e, considerando a principal ameaça o avanço da agricultura, foram definidas quatro localizações. Não há registro da espécie em unidade de conservação. Por essas razões, Ameiva parecis foi avaliada como Em Perigo (EN), pelo critério B2ab(iii).","Sim","Sim","Mato Grosso, Rondônia","|Centro-Oeste|Norte|","Amazônia, Cerrado","Sub-bacia Madeira","","","","","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.3 - Pecuária agro-industrial
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
4 - Transportes e serviços de transmissão
4.1 - Estradas e ferrovias
4 - Transportes e serviços de transmissão
4.8 - Hidrovias
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para Conservação das Espécies Ameaçadas de Extinção da Ictiofauna, Herpetofauna e Primatas do Cerrado e Pantanal","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameivula","Ameivula cipoensis","","","Arias, Carvalho, Zaher & Rodrigues, 2014","","Répteis","03/2021","Em Perigo","","B1ab(iii)+2ab(iii)","Ameivula cipoensis é endêmica do Brasil, conhecida da região da Serra do Cipó, na Cadeia do Espinhaço no estado de Minas Gerais. Sua extensão de ocorrência foi estimada em 543 km2 e sua área de ocupação, em 392 km2. A espécie ocorre em campos rupestres e parece ser pouco abundante. Apesar de ocorrer em áreas protegidas, os incêndios nessas áreas têm aumentado de frequência e intensidade nos últimos anos. Além de afetar diretamente a espécie e seu ambiente, há efeitos indiretos, como a diminuição da quantidade de alimento, caracterizando declínio contínuo da qualidade do hábitat. Considerando a destruição do hábitat provocada pelos incêndios a principal ameaça, assim como a abrangência desses eventos, foram definidas três localizações. Portanto, Ameivula cipoensis foi avaliada como Em Perigo (EN) pelos critérios B1ab(iii)+2ab(iii).","Sim","Não","Minas Gerais","|Sudeste|","Cerrado","Sub-bacia São Francisco Alto","APA do Morro da Pedreira, PARNA da Serra do Cipó","","","Não","Desconhecida","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
3 - Produção energética e mineração
3.2 - Mineração
3.2.3 - Extração de minérios - subsolo
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Manejo de locais/áreas, Proteção de locais/áreas","","","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameivula","Ameivula confusioniba","","Ameivula confusioniba","(Arias, Carvalho, Rodrigues & Zaher, 2011)","","Répteis","04/2021","Menos Preocupante","","","Ameivula confusioniba é endêmica do Brasil, ocorrendo na região de transição entre Caatinga e Cerrado do Piauí. Possui registros no Parque Nacional da Serra das Confusões (PNSC) e em áreas de floresta semidecidual, na Serra Vermelha. Apesar da distribuição restrita, a espécie é abundante no Parque Nacional e não foram identificadas ameaças que a coloquem em risco de extinção em curto prazo. Portanto, Ameivula confusioniba foi avaliada como Menos Preocupante (LC).","Sim","Não","Piauí","|Nordeste|","Caatinga, Cerrado","Sub-bacia Parnaíba Alto","PARNA da Serra das Confusões","","","Não","Desconhecida","","","","","","450 , 700",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameivula","Ameivula jalapensis","","Ameivula jalapensis","(Colli, Giugliano, Mesquita & França, 2009)","","Répteis","03/2021","Menos Preocupante","","","Ameivula jalapensis é endêmica do Cerrado brasileiro, ocorrendo de forma disjunta nos estados do Tocantins e de Mato Grosso do Sul. Embora a subpopulação do Mato Grosso do Sul possa ser impactada por atividades antrópicas, principalmente a agropecuária, a espécie é comum e abundante na região da Serra Geral do Tocantins, não havendo ameaças que a coloquem em risco de extinção em curto prazo. Por essas razões, Ameivula jalapensis foi avaliada como Menos Preocupante (LC).","Sim","Não","Mato Grosso do Sul, Tocantins","|Centro-Oeste|Norte|","Cerrado","Sub-bacia Paraguai 01
Sub-bacia Tocantins Alto","ESEC Serra Geral do Tocantins","","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2 - Agropecuária e Aquacultura
2.3 - Pecuária","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameivula","Ameivula mumbuca","","Ameivula mumbuca","(Colli, Caldwell, Costa, Gainsbury, Garda, Mesquita, Filho, Soares, Silva, Valdujo, Vieira, Vitt, Werneck, Wiederhecker & Zatz, 2003)","calango","Répteis","10/2020","Menos Preocupante","","","Ameivula mumbuca é endêmica do Brasil, conhecida somente da região do Jalapão, com registros no Tocantins, Maranhão, Piauí e oeste da Bahia. A espécie é associada a ambientes arenosos abertos e com pouca vegetação, onde é comum e abundante. Parte da região de ocorrência da espécie é bastante afetada pelo avanço da agricultura em larga escala. No entanto, sua distribuição é relativamente ampla e boa parte dela encontra-se em bom estado de conservação e protegida em unidades de conservação. Assim, as ameaças não devem colocá-la em risco de extinção em curto prazo. Portanto, A. mumbuca foi avaliada como Menos Preocupante (LC).","Sim","Não","Bahia, Maranhão, Piauí, Tocantins","|Nordeste|Norte|","Cerrado","Sub-bacia Parnaíba Alto
Sub-bacia São Francisco Médio
Sub-bacia Tocantins Alto","ESEC de Uruçuí-Una, ESEC Serra Geral do Tocantins, PARNA da Chapada das Mesas","Área de Proteção Ambiental Jalapão","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para Conservação das Espécies Ameaçadas de Extinção da Ictiofauna, Herpetofauna e Primatas do Cerrado e Pantanal","","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameivula","Ameivula nativo","","Ameivula nativo","(Rocha, Bergallo & Peccinini-Seale, 1997)","Lagartinho-de-Linhares, Lagartinho-nativo","Répteis","03/2021","Quase Ameaçada","","","Ameivula nativo é endêmica do Brasil e conhecida de florestas de restinga da Mata Atlântica entre os municípios de Valença, no estado da Bahia, e Guarapari, no estado do Espírito Santo. Sua extensão de ocorrência é de 38.838 km² e sua área de ocupação foi estimada em menos de 2.000 km². As restingas na região de ocorrência da espécie estão em boa parte degradadas e fragmentadas, principalmente em função de ocupações humanas, que causam declínio contínuo da qualidade de áabitat. No entanto, a espécie é comum e abundante, principalmente no Espírito Santo, podendo ser encontrada inclusive em algumas áreas urbanas. Além disso, ela é partenogenética, de modo que sua população não se encontra severamente fragmentada. Por esses motivos, Ameivula nativo aproxima-se da categoria Vulnerável (VU) pelo critério B2b(iii,iv) e foi avaliada como Quase Ameaçada (NT).","Sim","Sim","Bahia, Espírito Santo","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu","","ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU, ÁREA DE PROTEÇÃO AMBIENTAL CARAÍVA/ TRANCOSO, ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, PARQUE ESTADUAL DE ITAÚNAS","Estação Veracel, RPPN Araçari","","Declinando","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana","","Conscientização/comunicação, Criação de áreas protegidas, Plano de Ação Nacional (PAN), Restauração de habitat e processos naturais","Plano de Ação Nacional para a Conservação da Herpetofauna do Nordeste - 2º ciclo, Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameivula","Ameivula nigrigula","","Ameivula nigrigula","(Arias, Carvalho, Rodrigues & Zaher, 2011)","calango","Répteis","04/2021","Menos Preocupante","","","Ameivula nigrigula é endêmica do Brasil, conhecida apenas de registros na Bahia e no norte de Minas Gerais, em áreas de Caatinga e transição Cerrado-Caatinga. Embora possa ser localmente afetada por atividades antrópicas, especialmente conversão de habitat, sua distribuição é ampla, e as ameaças não a colocam em risco de extinção em curto prazo. Portanto, Ameivula nigrigula foi avaliada como Menos Preocupante (LC).","Sim","Não","Bahia, Minas Gerais","|Nordeste|Sudeste|","Caatinga, Cerrado","Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Jequitinhonha
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio","ESEC Raso da Catarina","ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DE ITAPARICA, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SOBRADINHO","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.3 - Pecuária
3 - Produção energética e mineração
3.2 - Mineração
3.2.1 - Extração de areia","","Criação de áreas protegidas, Implementação de áreas protegidas","","","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameivula","Ameivula ocellifera","","Ameivula ocellifera","(Spix, 1825)","calango","Répteis","10/2020","Menos Preocupante","","","Ameivula ocellifera possui ampla distribuição na formação designada Diagonal de Áreas Abertas, e ocorre desde o nordeste do Brasil até o norte da Argentina, incluindo, Bolívia e Paraguai. No Brasil, é encontrada desde o litoral da região Nordeste até as proximidades do Pantanal. É comum e pode ser encontrada em ambientes antropizados, não havendo ameaças que a coloquem em risco de extinção em curto prazo. Portanto, A. ocellifera foi avaliada como Menos Preocupante (LC).","Não","Não","Alagoas, Bahia, Ceará, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraíba, Pernambuco, Piauí, Rio Grande do Norte, São Paulo, Sergipe, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Caatinga, Cerrado, Mata Atlântica","Sub-bacia Araguaia
Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Itapecuru
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Jaguaribe
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Litoral CE PI
Sub-bacia Litoral SE
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paraíba
Sub-bacia Paranaíba
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Baixo
Sub-bacia Parnaíba Médio
Sub-bacia Piranhas
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio
Sub-bacia Tocantins Alto
Sub-bacia Xingu","APA Chapada do Araripe, APA da Bacia do Rio São Bartolomeu, APA de Piaçabuçu, APA do Planalto Central, APA Serra da Ibiapaba, ESEC do Seridó, ESEC Raso da Catarina, FLONA de Negreiros, FLONA do Araripe-Apodi, PARNA da Chapada dos Veadeiros, PARNA da Serra da Capivara, PARNA de Sete Cidades, PARNA de Ubajara, PARNA do Catimbau, PARNA dos Lençóis Maranhenses, PARNA Grande Sertão Veredas","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, APA DO LAGO PARANOÁ, ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE, ÁREA DE PROTEÇÃO AMBIENTAL DA MARITUBA DO PEIXE, AREA DE PROTEÇÃO AMBIENTAL DE JENIPABU, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, Área de Proteção Ambiental Jalapão, ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS DE GUARAJUBA, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, ESTAÇÃO ECOLÓGICA DO JARDIM BOTÂNICO, PARQUE ESTADUAL DOS PIRINEUS, PARQUE ESTADUAL SERRA AZUL, REFúGIO DE VIDA SILVESTRE MATA DA USINA SãO JOSé","RPPN Fazenda Jaquanêz, RPPN Fazenda Pé de Serra, RPPN Linda Serra dos Topázios, RPPN Reserva Ecológica Maurício Dantas","","Desconhecida","","","","","","",""
