"order"	"suborder"	"family"	"species"	"year"	"biomes"	"cerrado_sp"	"cerrado_endemic"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia dorbignyi"	1839	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia flavescens"	1789	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia geralista"	2013	"Cerrado"	"yes"	"yes"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia micromela"	2007	"Cerrado"	"yes"	"yes"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia oxyrhina"	2008	"Cerrado"	"yes"	"yes"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia panoplia"	1965	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia peruana"	1901	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia psamophila"	2007	"Cerrado"	"yes"	"yes"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia pyburni"	1998	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia remota"	2016	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia scaea"	2013	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia scolecoides"	1961	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia trisanale"	1868	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Baliodryas steinbachi"	1905	NA	"no"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Boa constrictor"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Boiruna maculata"	1896	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Boiruna sertaneja"	1996	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrocophias hyoprora"	1935	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrocophias microphthalmus"	1875	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops alcatraz"	2002	""	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops alternatus"	1854	"Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops atrox"	1758	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops bilineatus"	1821	"Amazônia, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops brazili"	1954	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops cotiara"	1913	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops diporus"	1862	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops erythromelas"	1923	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops fonsecai"	1959	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops germanoi"	2022	""	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops insularis"	1922	""	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops itapetiningae"	1907	"Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops jabrensis"	2022	"Caatinga"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops jararaca"	1824	"Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops jararacussu"	1884	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops leucurus"	1824	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops lutzi"	1915	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops marajoensis"	1966	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops marmoratus"	2008	"Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops mattogrossensis"	1925	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops moojeni"	1966	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"yes"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops muriciensis"	2001	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops neuwiedi"	1824	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops oligobalius"	2021	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops otavioi"	2012	""	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops pauloensis"	1925	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"yes"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops pirajai"	1923	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops pubescens"	1870	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops sazimai"	2016	"Sistema Costeiro-Marinho"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops taeniatus"	1824	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Scincidae"	"Brasiliscincus agilis"	1823	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Scincidae"	"Brasiliscincus caissara"	1974	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Scincidae"	"Brasiliscincus heathi"	1951	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Caaeteboia amarali"	1930	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Caaeteboia gaeli"	2020	"Caatinga, Mata Atlântica"	"no"	"no"
"Crocodylia"	NA	"Alligatoridae"	"Caiman crocodilus"	1758	"Amazônia, Caatinga, Cerrado"	"yes"	"no"
"Crocodylia"	NA	"Alligatoridae"	"Caiman latirostris"	1801	"Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"yes"	"no"
"Crocodylia"	NA	"Alligatoridae"	"Caiman yacare"	1801	"Amazônia, Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Calamodontophis paucidens"	1936	"Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Calamodontophis ronaldoi"	2006	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus confusionibus"	2001	"Caatinga, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus frontalis"	2022	NA	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus leiolepis"	1991	"Caatinga, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus nicterus"	1991	"Caatinga"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus sinebrachiatus"	1991	"Caatinga"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Caparaonia itaiquara"	2009	"Mata Atlântica"	"no"	"no"
"Testudines"	NA	"Cheloniidae"	"Caretta caretta"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Cercophis auratus"	1837	"Amazônia, Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura anordosquama"	2018	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura argulus"	1862	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura bassleri"	1952	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura eigenmanni"	1917	"Amazônia, Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura ocellata"	1830	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura olivacea"	1845	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura oshaughnessyi"	1885	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura parkeri"	1952	"Amazônia, Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura quadrilineata"	1876	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura schreibersii"	1834	"Amazônia, Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Chatogekko amazonicus"	1918	"Amazônia"	"no"	"no"
"Testudines"	NA	"Cheloniidae"	"Chelonia mydas"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"	"no"
"Testudines"	NA	"Testudinidae"	"Chelonoidis carbonarius"	1824	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Testudines"	NA	"Testudinidae"	"Chelonoidis denticulatus"	1766	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Testudines"	NA	"Chelidae"	"Chelus fimbriata"	1783	"Amazônia, Cerrado"	"yes"	"no"
"Testudines"	NA	"Chelidae"	"Chelus orinocensis"	2020	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius bicarinatus"	1820	"Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius brazili"	2015	"Cerrado, Mata Atlântica, Pampa"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius carinatus"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius cochranae"	1969	NA	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius diamantina"	2014	"Caatinga"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius dracomaris"	2024	NA	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius exoletus"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius flavolineatus"	1885	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius foveatus"	1955	"Cerrado, Mata Atlântica, Sistema Costeiro-Marinho"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius fuscus"	1758	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius gouveai"	2020	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius laevicollis"	1824	"Cerrado, Mata Atlântica, Sistema Costeiro-Marinho"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius laurenti"	1993	"Amazônia, Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius maculoventris"	1993	"Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius multiventris"	1943	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius quadricarinatus"	1827	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius scurrula"	1824	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius septentrionalis"	1993	NA	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius xaraes"	2026	"Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chlorosoma dunupyana"	2020	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chlorosoma laticeps"	1900	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Chlorosoma viridissimum"	1758	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Clelia clelia"	1803	"Amazônia, Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Clelia hussami"	2003	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Clelia plumbea"	1820	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Cnemidophorus cryptus"	1993	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Cnemidophorus gramivagus"	1987	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Cnemidophorus lemniscatus"	1758	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus brachystoma"	1935	"Amazônia, Cerrado, Pantanal"	"yes"	"yes"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus elizae"	2012	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus meridionalis"	1888	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus natalensis"	1999	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus septentrionalis"	1980	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobodactylus dalcyanus"	1977	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobodactylus taunayi"	1933	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobosaura modesta"	1862	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobosauroides carvalhoi"	1998	"Caatinga, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobosauroides cearensis"	1991	"Caatinga"	"yes"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Contomastix lacertoides"	1839	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Contomastix vacariensis"	2000	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Scincidae"	"Copeoglossum arajara"	1981	"Caatinga"	"no"	"no"
"Squamata"	"Sauria"	"Scincidae"	"Copeoglossum nigropunctatum"	1825	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Sauria"	"Scincidae"	"Copeoglossum oreades"	2025	"Cerrado"	"yes"	"yes"
"Squamata"	"Serpentes"	"Boidae"	"Corallus batesii"	1860	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Corallus caninus"	1758	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Corallus cropanii"	1953	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Corallus hortulana"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Coronelaps lepidus"	1861	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Crocodilurus amazonicus"	1825	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Crotalus durissus"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dendrophidion atlantica"	2010	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dendrophidion dendrophis"	1837	"Amazônia, Cerrado"	"yes"	"no"
"Testudines"	NA	"Dermochelyidae"	"Dermochelys coriacea"	1761	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dibernardia affinis"	1858	"Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dibernardia bilineata"	1885	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dibernardia persimilis"	1869	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dibernardia poecilopogon"	1863	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Sauria"	"Diploglossidae"	"Diploglossus fasciatus"	1831	"Amazônia, Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Diploglossidae"	"Diploglossus lessonae"	1890	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas albifrons"	1884	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas alternans"	1885	"Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas bothropoides"	2020	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas bucephala"	1802	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas catesbyi"	1796	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas copei"	1872	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas indica"	1768	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas lavillai"	1993	"Pantanal"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas mikanii"	1837	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas neuwiedi"	1911	"Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas pavonina"	1837	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas sazimai"	2010	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas turgida"	1868	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas variegata"	1854	"Amazônia, Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas ventrimaculata"	1885	"Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Ditaxodon taeniatus"	1868	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Dracaena guianensis"	1801	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Dracaena paraguayensis"	1950	"Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Drepanoides anomalus"	1863	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Dryadosaura nordestina"	2005	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Drymarchon corais"	1827	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Drymobius rhombifer"	1860	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Drymoluber brazili"	1918	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Drymoluber dichrous"	1863	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax almae"	2003	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax chaquensis"	1993	"Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax hypoconia"	1860	"Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax nattereri"	1820	"Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax phoenix"	2017	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax ramonriveroi"	2005	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera cephalomaculata"	1994	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera cephalostriata"	1996	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera cyanopleura"	1885	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera melanostigma"	1824	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera undulata"	1824	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Ecpleopus gaudichaudii"	1839	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Elapomorphus quinquelineatus"	1820	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Elapomorphus wuchereri"	1861	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Hoplocercidae"	"Enyalioides laticeps"	1855	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Hoplocercidae"	"Enyalioides palpebralis"	1883	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius bibronii"	1885	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius bilineatus"	1837	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius boulengeri"	1969	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius brasiliensis"	1829	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius capetinga"	2018	"Cerrado"	"yes"	"yes"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius catenatus"	1821	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius erythroceneus"	2006	"Caatinga"	"no"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius iheringii"	1885	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius leechii"	1885	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius perditus"	1978	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius pictus"	1822	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Epicrates assisi"	1944	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Epicrates cenchria"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Epicrates crassus"	1862	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"yes"
"Squamata"	"Serpentes"	"Boidae"	"Epicrates maurus"	1849	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia albifrons"	1824	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia australis"	1968	NA	"no"	"no"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia borapeliotes"	1996	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia clinorostris"	2010	"Cerrado"	"yes"	"yes"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia munoai"	1961	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia striatula"	1945	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia tenella"	1939	NA	"no"	"no"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia vellardi"	1984	"Pantanal"	"no"	"no"
"Testudines"	NA	"Cheloniidae"	"Eretmochelys imbricata"	1766	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus aenigma"	2021	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus aesculapii"	1758	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus almadensis"	1824	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus atraventer"	1985	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus breviceps"	1860	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus carajasensis"	1985	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus cobella"	1758	"Amazônia"	"no"	"no"
