"order"	"suborder"	"family"	"genus"	"species"	"year"	"author"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus akerios"	"2021"	"MELO-SAMPAIO, PASSOS, PRUDENTE, VENEGAS & TORRES-CARVAJAL, 2021"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus albuquerquei"	"1983"	"CUNHA & NASCIMENTO, 1983"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus alphonsehogei"	"1983"	"CUNHA & NASCIMENTO, 1983"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus altagratiae"	"2008"	"PASSOS & FERNANDES, 2008"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus badius"	"1827"	"(BOIE, 1827)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus boimirim"	"2016"	"PASSOS, PRUDENTE & LYNCH, 2016"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus caete"	"2010"	"PASSOS, FERNANDES, BÉRNILS & MOURA-LEITE, 2010"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus caxiuana"	"2006"	"COSTA PRUDENTE & SANTOS-COSTA, 2006"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus collaris"	"1897"	"PERACCA, 1897"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus dapsilis"	"2019"	"MELO-SAMPAIO, PASSOS, FOUQUET, COSTA-PRUDENTE & TORRES-CARVAJAL, 2019"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus edioi"	"2005"	"DA SILVA, RODRIGUES SILVA, RIBEIRO, SOUZA & DO AMARAL SOUZA, 2005"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus elaps"	"1858"	"(GÜNTHER, 1858)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus emmeli"	"1888"	"(BOETTGER, 1888)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus flammigerus"	"1827"	"(BOIE, 1827)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus francoi"	"2010"	"PASSOS, FERNANDES, BÉRNILS & MOURA-LEITE, 2010"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus guentheri"	"1861"	"(WUCHERER, 1861)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus hoogmoedi"	"2010"	"PRUDENTE & PASSOS, 2010"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus insipidus"	"1961"	"ROZE, 1961"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus latifrons"	"1868"	"(GÜNTHER, 1868)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus maculatus"	"1858"	"(GÜNTHER, 1858)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus major"	"1894"	"BOULENGER, 1894"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus natans"	"2003"	"HOOGMOED & PRUDENTE, 2003"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus nawa"	"2021"	"MELO-SAMPAIO, PASSOS, PRUDENTE, VENEGAS & TORRES-CARVAJAL, 2021"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus pantostictus"	"1993"	"FERNANDES & PUORTO, 1993"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus paraguayensis"	"1924"	"WERNER, 1924"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus poeppigi"	"1862"	"(JAN, 1862)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus potschi"	"1995"	"FERNANDES, 1995"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus reticulatus"	"1885"	"(BOULENGER, 1885)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus riveroi"	"1961"	"ROZE, 1961"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus ronnie"	"2007"	"PASSOS, FERNANDES & BORGES-NOJOSA, 2007"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus serranus"	"1930"	"AMARAL, 1930"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus snethlageae"	"1983"	"CUNHA & NASCIMENTO, 1983"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus spinalis"	"2013"	"PASSOS, TEIXEIRA Jr, RECODER, DE SENA, DAL VECHIO, ARRUDA-PINTO, MENDONÇA, CASSIMIRO & RODRIGUES, 2013"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus stygius"	"2019"	"PASSOS, AZEVEDO, NOGUEIRA, FERNANDES & SAWAYA, 2019"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus surucucu"	"2008"	"PRUDENTE, 2008"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus tartarus"	"2016"	"PASSOS, PRUDENTE & LYNCH, 2016"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus thalesdelemai"	"2005"	"PASSOS, FERNANDES & ZANELLA, 2005"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus torquatus"	"1854"	"(DUMÉRIL, BIBRON & DUMÉRIL, 1854)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus trefauti"	"2019"	"MELO-SAMPAIO, PASSOS, FOUQUET, COSTA-PRUDENTE & TORRES-CARVAJAL, 2019"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus trihedrurus"	"1926"	"AMARAL, 1926"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus trilineatus"	"1828"	"WAGLER, 1828"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus zebrinus"	"1862"	"(JAN, 1862)"
"Squamata"	"Serpentes"	"Colubridae"	"Atractus"	"Atractus zidoki"	"1979"	"GASC & RODRIGUES, 1979"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia alleni"	"1914"	"(BARBOUR, 1914)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia bresslaui"	"1935"	"(AMARAL, 1935)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia cacerensis"	"1998"	"CASTRILLON & STRUSSMAN, 1998"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia didactyla"	"2011"	"DE FREITAS, STRÜSSMANN, DE CARVALHO, KAWASHITA-RIBEIRO & MOTT, 2011"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia dorbignyi"	"1839"	"(DUMÉRIL & BIBRON, 1839)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia flavescens"	"1789"	"(BONNATERRE, 1789)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia geralista"	"2013"	"TEIXEIRA, SOUSA-RECODER, CAMACHO, DE SENA, NAVAS & RODRIGUES, 2013"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia micromela"	"2007"	"RODRIGUES, PAVAN & CURCIO, 2007"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia oxyrhina"	"2008"	"RODRIGUES, CAMACHO, SALES-NUNES, SOUSA-RECODER, TEIXEIRA JR., VALDUJO, GHELLERE, MOTT & NOGUEIRA, 2008"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia panoplia"	"1965"	"THOMAS, 1965"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia peruana"	"1901"	"(WERNER, 1901)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia psamophila"	"2007"	"RODRIGUES, PAVAN & CURCIO, 2007"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia pyburni"	"1998"	"KIZIRIAN & MCDIARMID, 1998"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia remota"	"2016"	"RIBEIRO-JÚNIOR, DA SILVA & LIMA, 2016"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia scaea"	"2013"	"TEIXEIRA, DAL VECHIO, SALES-NUNES, MOLLO-NETO, MOREIRA-LOBO, STORTI, JUNQUEIRA-GAIGA, FREIRE-DIAS & RODRIGUES, 2013"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia scolecoides"	"1961"	"VANZOLINI, 1961"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Bachia"	"Bachia trisanale"	"1868"	"(COPE, 1868)"
"Squamata"	"Serpentes"	"Colubridae"	"Baliodryas"	"Baliodryas steinbachi"	"1905"	"(BOULENGER, 1905)"
"Squamata"	"Serpentes"	"Boidae"	"Boa"	"Boa constrictor"	"1758"	"LINNAEUS, 1758"
"Squamata"	"Serpentes"	"Colubridae"	"Boiruna"	"Boiruna maculata"	"1896"	"(BOULENGER, 1896)"
"Squamata"	"Serpentes"	"Colubridae"	"Boiruna"	"Boiruna sertaneja"	"1996"	"ZAHER, 1996"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrocophias"	"Bothrocophias hyoprora"	"1935"	"(AMARAL, 1935)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrocophias"	"Bothrocophias microphthalmus"	"1875"	"(COPE, 1875)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops alcatraz"	"2002"	"MARQUES, MARTINS & SAZIMA, 2002"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops alternatus"	"1854"	"DUMÉRIL, BIBRON & DUMÉRIL, 1854"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops atrox"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops bilineatus"	"1821"	"(WIED-NEUWIED, 1821)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops brazili"	"1954"	"HOGE, 1954"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops cotiara"	"1913"	"(GOMES, 1913)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops diporus"	"1862"	"COPE, 1862"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops erythromelas"	"1923"	"(AMARAL, 1923)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops fonsecai"	"1959"	"HOGE & BELLUOMINI, 1959"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops germanoi"	"2022"	"BARBO, BOOKER, DUARTE, CHALUPPE, PORTES-JUNIOR, FRANCO & GRAZZIOTIN, 2022"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops insularis"	"1922"	"(AMARAL, 1922)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops itapetiningae"	"1907"	"(BOULENGER, 1907)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops jabrensis"	"2022"	"BARBO, GRAZZIOTIN, PEREIRA-FILHO, FREITAS, ABRANTES & KOKUBUM, 2022"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops jararaca"	"1824"	"(WIED-NEUWIED, 1824)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops jararacussu"	"1884"	"LACERDA, 1884"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops leucurus"	"1824"	"WAGLER, 1824"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops lutzi"	"1915"	"(MIRANDA-RIBEIRO, 1915)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops marajoensis"	"1966"	"HOGE, 1966"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops marmoratus"	"2008"	"DA SILVA & RODRIGUES, 2008"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops mattogrossensis"	"1925"	"AMARAL, 1925"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops moojeni"	"1966"	"HOGE, 1966"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops muriciensis"	"2001"	"FERRAREZZI & FREIRE, 2001"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops neuwiedi"	"1824"	"WAGLER, 1824"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops oligobalius"	"2021"	"DAL VECHIO, PRATES, GRAZZIOTIN, GRABOSKI & RODRIGUES, 2021"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops otavioi"	"2012"	"BARBO, GRAZZIOTIN, SAZIMA, MARTINS & SAWAYA, 2012"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops pauloensis"	"1925"	"AMARAL, 1925"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops pirajai"	"1923"	"AMARAL, 1923"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops pubescens"	"1870"	"(COPE, 1870)"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops sazimai"	"2016"	"BARBO, GASPARINI, ALMEIDA, ZAHER, GRAZZIOTIN, GUSMÃO, FERRARINI & SAWAYA, 2016"
"Squamata"	"Serpentes"	"Viperidae"	"Bothrops"	"Bothrops taeniatus"	"1824"	"WAGLER, 1824"
"Squamata"	"Sauria"	"Scincidae"	"Brasiliscincus"	"Brasiliscincus agilis"	"1823"	"(RADDI, 1823)"
"Squamata"	"Sauria"	"Scincidae"	"Brasiliscincus"	"Brasiliscincus caissara"	"1974"	"(REBOUCAS-SPIEKER, 1974)"
"Squamata"	"Sauria"	"Scincidae"	"Brasiliscincus"	"Brasiliscincus heathi"	"1951"	"(SCHMIDT & INGER, 1951)"
"Squamata"	"Serpentes"	"Colubridae"	"Caaeteboia"	"Caaeteboia amarali"	"1930"	"(WETTSTEIN, 1930)"
"Squamata"	"Serpentes"	"Colubridae"	"Caaeteboia"	"Caaeteboia gaeli"	"2020"	"MONTINGELLI, BARBO, PEREIRA-FILHO, SANTANA, RODRIGUES-FRANÇA, GRAZZIOTIN & ZAHER, 2020"
"Crocodylia"	NA	"Alligatoridae"	"Caiman"	"Caiman crocodilus"	"1758"	"(LINNAEUS, 1758)"
"Crocodylia"	NA	"Alligatoridae"	"Caiman"	"Caiman latirostris"	"1801"	"(DAUDIN, 1801)"
"Crocodylia"	NA	"Alligatoridae"	"Caiman"	"Caiman yacare"	"1801"	"(DAUDIN, 1801)"
"Squamata"	"Serpentes"	"Colubridae"	"Calamodontophis"	"Calamodontophis paucidens"	"1936"	"(AMARAL, 1936)"
"Squamata"	"Serpentes"	"Colubridae"	"Calamodontophis"	"Calamodontophis ronaldoi"	"2006"	"FRANCO, DE CARVALHO-CINTRA & DE LEMA, 2006"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus"	"Calyptommatus confusionibus"	"2001"	"RODRIGUES, ZAHER & CURCIO, 2001"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus"	"Calyptommatus frontalis"	"2022"	"RECODER, MARQUES-SOUZA, SILVA-SOARES, RAMIRO, CASTRO & RODRIGUES, 2022"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus"	"Calyptommatus leiolepis"	"1991"	"RODRIGUES, 1991"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus"	"Calyptommatus nicterus"	"1991"	"RODRIGUES, 1991"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Calyptommatus"	"Calyptommatus sinebrachiatus"	"1991"	"RODRIGUES, 1991"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Caparaonia"	"Caparaonia itaiquara"	"2009"	"RODRIGUES, CASSIMIRO, PAVAN, CURCIO, KRUTH VERDADE & MACHADO-PELLEGRINO, 2009"
"Testudines"	NA	"Cheloniidae"	"Caretta"	"Caretta caretta"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Cercophis"	"Cercophis auratus"	"1837"	"(SCHLEGEL, 1837)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura anordosquama"	"2018"	"STURARO, RODRIGUES, COLLI, KNOWLES & AVILA-PIRES, 2018"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura argulus"	"1862"	"PETERS, 1862"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura bassleri"	"1952"	"RUIBAL, 1952"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura eigenmanni"	"1917"	"(GRIFFIN, 1917)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura ocellata"	"1830"	"WAGLER, 1830"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura olivacea"	"1845"	"(GRAY, 1845)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura oshaughnessyi"	"1885"	"(BOULENGER, 1885)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura parkeri"	"1952"	"(RUIBAL, 1952)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura quadrilineata"	"1876"	"BOETTGER, 1876"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Cercosaura"	"Cercosaura schreibersii"	"1834"	"WIEGMANN, 1834"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Chatogekko"	"Chatogekko amazonicus"	"1918"	"(ANDERSSON, 1918)"
"Testudines"	NA	"Cheloniidae"	"Chelonia"	"Chelonia mydas"	"1758"	"(LINNAEUS, 1758)"
"Testudines"	NA	"Testudinidae"	"Chelonoidis"	"Chelonoidis carbonarius"	"1824"	"(SPIX, 1824)"
"Testudines"	NA	"Testudinidae"	"Chelonoidis"	"Chelonoidis denticulatus"	"1766"	"(LINNAEUS, 1766)"
"Testudines"	NA	"Chelidae"	"Chelus"	"Chelus fimbriata"	"1783"	"(SCHNEIDER, 1783)"
"Testudines"	NA	"Chelidae"	"Chelus"	"Chelus orinocensis"	"2020"	"VARGAS-RAMÍREZ, CABALLERO, MORALES-BETANCOURT, LASSO, AMAYA, MARTÎNEZ, SILVA-VIANA, VOGT, PIRES-FARIAS, HRBEK, CAMPBELL & FRITZ, 2020"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius bicarinatus"	"1820"	"(WIED-NEUWIED, 1820)"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius brazili"	"2015"	"HAMDAN & FERNANDES, 2015"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius carinatus"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius cochranae"	"1969"	"HOGE & ROMANO, 1969"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius diamantina"	"2014"	"FERNANDES & HAMDAN, 2014"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius dracomaris"	"2024"	"SUDRÉ, ANDRADE-JUNIOR, FOLLY, AZEVEDO, ÁVILA, CURCIO, SALES NUNES & PASSOS, 2024"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius exoletus"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius flavolineatus"	"1885"	"(BOETTGER, 1885)"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius foveatus"	"1955"	"BAILEY, 1955"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius fuscus"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius gouveai"	"2020"	"ENTIAUSPE-NETO, LÚCIO-LYRA, KOCH, MARQUES-QUINTELA, DIESEL-ABEGG & LOEBMANN, 2020"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius laevicollis"	"1824"	"(WIED-NEUWIED, 1824)"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius laurenti"	"1993"	"DIXON, WIEST & CEI, 1993"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius maculoventris"	"1993"	"DIXON, WIEST & CEI, 1993"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius multiventris"	"1943"	"SCHMIDT & WALKER, 1943"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius quadricarinatus"	"1827"	"(BOIE, 1827)"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius scurrula"	"1824"	"(WAGLER, 1824)"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius septentrionalis"	"1993"	"DIXON, WIEST & CEI, 1993"
"Squamata"	"Serpentes"	"Colubridae"	"Chironius"	"Chironius xaraes"	"2026"	"SUDRÉ, CERÍACO, TORRES-CARVAJAL, STRÜSSMANN, CURCIO, COLLI & PASSOS, 2026"
"Squamata"	"Serpentes"	"Colubridae"	"Chlorosoma"	"Chlorosoma dunupyana"	"2020"	"MELO-SAMPAIO, PASSOS, MARTINS, JENNINGS, MOURA-LEITE, MORATO, VENEGAS, CHÁVEZ, VENÂNCIO & SOUZA, 2020"
"Squamata"	"Serpentes"	"Colubridae"	"Chlorosoma"	"Chlorosoma laticeps"	"1900"	"(WERNER, 1900)"
"Squamata"	"Serpentes"	"Colubridae"	"Chlorosoma"	"Chlorosoma viridissimum"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Clelia"	"Clelia clelia"	"1803"	"(DAUDIN, 1803)"
"Squamata"	"Serpentes"	"Colubridae"	"Clelia"	"Clelia hussami"	"2003"	"MORATO, FRANCO & SANCHES, 2003"
"Squamata"	"Serpentes"	"Colubridae"	"Clelia"	"Clelia plumbea"	"1820"	"(WIED-NEUWIED, 1820)"
"Squamata"	"Sauria"	"Teiidae"	"Cnemidophorus"	"Cnemidophorus cryptus"	"1993"	"COLE & DESSAUER, 1993"
"Squamata"	"Sauria"	"Teiidae"	"Cnemidophorus"	"Cnemidophorus gramivagus"	"1987"	"MCCRYSTAL & DIXON, 1987"
"Squamata"	"Sauria"	"Teiidae"	"Cnemidophorus"	"Cnemidophorus lemniscatus"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus"	"Coleodactylus brachystoma"	"1935"	"(AMARAL, 1935)"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus"	"Coleodactylus elizae"	"2012"	"GONÇALVES, TORQUATO, SKUK & ARAÚJO SENA, 2012"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus"	"Coleodactylus meridionalis"	"1888"	"BOULENGER, 1888"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus"	"Coleodactylus natalensis"	"1999"	"FREIRE, 1999"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Coleodactylus"	"Coleodactylus septentrionalis"	"1980"	"VANZOLINI, 1980"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobodactylus"	"Colobodactylus dalcyanus"	"1977"	"VANZOLINI & RAMOS, 1977"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobodactylus"	"Colobodactylus taunayi"	"1933"	"AMARAL, 1933"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobosaura"	"Colobosaura modesta"	"1862"	"(REINHARDT & LÜTKEN, 1862)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobosauroides"	"Colobosauroides carvalhoi"	"1998"	"SOARES & CARAMASCHI, 1998"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Colobosauroides"	"Colobosauroides cearensis"	"1991"	"CUNHA, LIMA-VERDE & LIMA, 1991"
"Squamata"	"Sauria"	"Teiidae"	"Contomastix"	"Contomastix lacertoides"	"1839"	"(DUMÉRIL & BIBRON, 1839)"
"Squamata"	"Sauria"	"Teiidae"	"Contomastix"	"Contomastix vacariensis"	"2000"	"(FELTRIM & DE LEMA, 2000)"
"Squamata"	"Sauria"	"Scincidae"	"Copeoglossum"	"Copeoglossum arajara"	"1981"	"(REBOUCAS-SPIEKER, 1981)"
"Squamata"	"Sauria"	"Scincidae"	"Copeoglossum"	"Copeoglossum nigropunctatum"	"1825"	"(SPIX, 1825)"
"Squamata"	"Sauria"	"Scincidae"	"Copeoglossum"	"Copeoglossum oreades"	"2025"	"FERREIRA-JUNIOR, VRCIBRADIC, SUDRÉ & PASSOS, 2025"
"Squamata"	"Serpentes"	"Boidae"	"Corallus"	"Corallus batesii"	"1860"	"(GRAY, 1860)"
"Squamata"	"Serpentes"	"Boidae"	"Corallus"	"Corallus caninus"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Boidae"	"Corallus"	"Corallus cropanii"	"1953"	"(HOGE, 1953)"
"Squamata"	"Serpentes"	"Boidae"	"Corallus"	"Corallus hortulana"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Coronelaps"	"Coronelaps lepidus"	"1861"	"(REINHARDT, 1861)"
"Squamata"	"Sauria"	"Teiidae"	"Crocodilurus"	"Crocodilurus amazonicus"	"1825"	"SPIX, 1825"
"Squamata"	"Serpentes"	"Viperidae"	"Crotalus"	"Crotalus durissus"	"1758"	"LINNAEUS, 1758"
"Squamata"	"Serpentes"	"Colubridae"	"Dendrophidion"	"Dendrophidion atlantica"	"2010"	"FREIRE, CARAMASCHI & GONÇALVES, 2010"
"Squamata"	"Serpentes"	"Colubridae"	"Dendrophidion"	"Dendrophidion dendrophis"	"1837"	"(SCHLEGEL, 1837)"
"Testudines"	NA	"Dermochelyidae"	"Dermochelys"	"Dermochelys coriacea"	"1761"	"(VANDELLI, 1761)"
"Squamata"	"Serpentes"	"Colubridae"	"Dibernardia"	"Dibernardia affinis"	"1858"	"(GÜNTHER, 1858)"
"Squamata"	"Serpentes"	"Colubridae"	"Dibernardia"	"Dibernardia bilineata"	"1885"	"(FISCHER, 1885)"
"Squamata"	"Serpentes"	"Colubridae"	"Dibernardia"	"Dibernardia persimilis"	"1869"	"(COPE, 1869)"
"Squamata"	"Serpentes"	"Colubridae"	"Dibernardia"	"Dibernardia poecilopogon"	"1863"	"(COPE, 1863)"
"Squamata"	"Sauria"	"Diploglossidae"	"Diploglossus"	"Diploglossus fasciatus"	"1831"	"(GRAY, 1831)"
"Squamata"	"Sauria"	"Diploglossidae"	"Diploglossus"	"Diploglossus lessonae"	"1890"	"PERACCA, 1890"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas albifrons"	"1884"	"(SAUVAGE, 1884)"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas alternans"	"1885"	"(FISCHER, 1885)"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas bothropoides"	"2020"	"MEBERT, PASSOS, FERNANDES, ENTIAUSPE-NETO, QUEIROZ-ALVEZ, MACHADO & LOPES, 2020"
