"order"	"family"	"genus"	"species"	"biomes"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus torquatus"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal, Coastal-Marine"
"Squamata"	"Teiidae"	"Tupinambis"	"Tupinambis cryptus"	"Amazon"
"Squamata"	"Teiidae"	"Tupinambis"	"Tupinambis cuzcoensis"	"Amazon"
"Squamata"	"Teiidae"	"Tupinambis"	"Tupinambis longilineus"	"Amazon"
"Squamata"	"Teiidae"	"Tupinambis"	"Tupinambis matipu"	"Amazon, Cerrado, Pantanal"
"Squamata"	"Teiidae"	"Tupinambis"	"Tupinambis palustris"	"Atlantic Forest"
"Squamata"	"Teiidae"	"Tupinambis"	"Tupinambis quadrilineatus"	"Amazon, Cerrado, Pantanal"
"Squamata"	"Teiidae"	"Tupinambis"	"Tupinambis teguixin"	"Amazon, Caatinga, Cerrado"
"Squamata"	"Anomalepididae"	"Typhlophis"	"Typhlophis squamosus"	"Amazon"
"Squamata"	"Tropiduridae"	"Uracentron"	"Uracentron azureum"	"Amazon"
"Squamata"	"Tropiduridae"	"Uracentron"	"Uracentron flaviceps"	"Amazon"
"Squamata"	"Tropiduridae"	"Uranoscodon"	"Uranoscodon superciliosus"	"Amazon, Cerrado"
"Squamata"	"Leiosauridae"	"Urostrophus"	"Urostrophus grilli"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Leiosauridae"	"Urostrophus"	"Urostrophus longicauda"	"Atlantic Forest"
"Squamata"	"Leiosauridae"	"Urostrophus"	"Urostrophus undulatus"	"Pampa"
"Squamata"	"Leiosauridae"	"Anisolepis"	"Urostrophus vautieri"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Gymnophthalmidae"	"Vanzosaura"	"Vanzosaura multiscutata"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Gymnophthalmidae"	"Vanzosaura"	"Vanzosaura rubricauda"	"Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Gymnophthalmidae"	"Vanzosaura"	"Vanzosaura savanicola"	"Cerrado"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon dorbignyi"	"Atlantic Forest, Pampa, Coastal-Marine"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon guentheri"	"Atlantic Forest"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon histricus"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon matogrossensis"	"Cerrado, Pantanal"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon merremii"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon nattereri"	"Amazon, Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon neuwiedii"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon pulcher"	"Pantanal"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon rabdocephalus"	"Amazon, Cerrado, Atlantic Forest, Pantanal, Coastal-Marine"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon severus"	"Amazon, Cerrado"
"Squamata"	"Dipsadidae"	"Xenodon"	"Xenodon werneri"	"Amazon"
"Squamata"	"Dipsadidae"	"Xenopholis"	"Xenopholis scalaris"	"Amazon, Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Xenopholis"	"Xenopholis undulatus"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Xenopholis"	"Xenopholis werdingorum"	"Cerrado, Pantanal"
"Squamata"	"Dipsadidae"	"Xenoxybelis"	"Xenoxybelis argenteus"	"Amazon"
"Squamata"	"Dipsadidae"	"Xenoxybelis"	"Xenoxybelis boulengeri"	"Amazon"
"Squamata"	"Dipsadidae"	"Zonateres"	"Zonateres lanei"	"Amazon, Cerrado, Pantanal"
